filename,cwas_number,date,text,confidence,language,psm_mode,preprocessing_variant,combined_score,processing_time,file_size,dimensions,character_count,timestamp,is_coined
CWAS_0001_2026-02-14.jpg,0001,2026-02-14,Example Կործանումը անխուսափելի En: The destruction was unavoidable. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,94.4375,eng+hye,6,2,0.97775,25.703017711639404,140631,2048x2048,137,2026-02-20T09:30:59.380667,no
CWAS_0005_2026-02-10.jpg,0005,2026-02-10,Etymology It is loan word from Iranian sources. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,93.4375,eng+hye,6,2,0.97375,25.766703367233276,136982,2048x2048,117,2026-02-20T09:30:59.446666,no
CWAS_0007_2026-02-14.jpg,0007,2026-02-14,"Example ԵթԷ ինծի պիտի գնես, օգտակար բաներ win: If you are going to buy me gift. buy something useful. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",93.70370370370371,eng+hye,6,2,0.9748148148148148,26.66670846939087,149842,2048x2048,171,2026-02-20T09:31:00.347674,no
CWAS_0008_2026-02-08.jpg,0008,2026-02-08,Word breakdown Օգտ Կար կարելի Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,94.15384615384616,eng+hye,6,5,0.9706153846153847,27.769700527191162,167848,2048x2048,99,2026-02-20T09:31:01.450666,no
CWAS_0002_2026-02-13.jpg,0002,2026-02-13,Word breakdown Ան Խուսաւի խուսափիլ Ելի Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,93.78571428571429,eng+hye,11,5,0.9751428571428572,28.00270986557007,166068,2048x2048,108,2026-02-20T09:31:01.681667,no
CWAS_0003_2026-02-13.jpg,0003,2026-02-13,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն Unavoidable The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.47727272727273,eng+hye,6,5,0.981909090909091,30.616864681243896,207328,2048x2048,282,2026-02-20T09:31:04.295822,no
CWAS_0006_2026-02-18.jpg,0006,2026-02-18,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.55813953488372,eng+hye,6,5,0.9822325581395349,30.744866371154785,189206,2048x2048,270,2026-02-20T09:31:04.424829,no
CWAS_0004_2026-02-12.jpg,0004,2026-02-12,"Declension Singular Plural ՈւԺ Ուժեր ՈւԺի ՈւԺերու ՈւԺԷ ՈւԺԵրԷ Ուժով ՈւԺերով Examples 1. «ՈւԺ չունիմ, շատ յոգնած եմ»: ""| don't have strength, am very tired."" 2. GeE զԷնքը վար չդնէ, ուժով պիտի առնենք: If he/she does not put the weapon down, we will take it by force. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",91.56363636363636,eng+hye,6,4,0.9662545454545455,32.731401205062866,194482,2048x2048,334,2026-02-20T09:31:06.411364,no
CWAS_0011_2026-02-06.jpg,0011,2026-02-06,"Etymology It derives from ""կաթլակ"" (small drop), the diminutive form of Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",92.36842105263158,eng+hye,6,1,0.9694736842105263,26.45906710624695,147045,2048x2048,141,2026-02-20T09:31:26.806741,no
CWAS_0010_2026-02-06.jpg,0010,2026-02-06,Declension Singular Plural Կայլակներ Կայլակ Կայլակի Կայլակներու Կայլակէ ԿայլակներԷ Կայլակներով Կայլակուվ Example Կայլակ մը կախուած Էր վարդի փերթէԷն drop hung from the petal of the rose. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,91.79411764705883,eng+hye,11,4,0.9671764705882353,30.511735677719116,178002,2048x2048,255,2026-02-20T09:31:29.958402,no
CWAS_0009_2026-02-07.jpg,0009,2026-02-07,"Centre for Western Armenian Studies Useful, beneficial The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.88095238095238,eng,6,0,0.9835238095238095,30.711729526519775,201182,2048x2048,255,2026-02-20T09:31:30.093403,no
CWAS_0014_2026-02-06.jpg,0014,2026-02-06,"Word breakdown ատ ել ""Ատ"" derives from Indo-European sources. ""Ել"" is the verb ending of the first group of verbs. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",95.03571428571429,eng+hye,6,2,0.9801428571428572,27.094575881958008,159046,2048x2048,184,2026-02-20T09:31:31.390398,no
CWAS_0012_2026-02-05.jpg,0012,2026-02-05,"Centre for Western Armenian Studies (Noun) The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.58536585365853,eng,6,0,0.9823414634146341,30.67075490951538,189495,2048x2048,243,2026-02-20T09:31:32.121421,no
CWAS_0015_2026-02-05.jpg,0015,2026-02-05,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.55813953488372,eng+hye,6,5,0.9822325581395349,30.217979669570923,181639,2048x2048,270,2026-02-20T09:31:34.643809,no
CWAS_0016_2026-02-04.jpg,0016,2026-02-04,Declension Singular Plural Վարդ Վարդեր Վարդի Վարդերու ՎարդԷէ ՎարդերԷ Վարդով Վարդերով Example Վարդի ո՞ր տեսակը կը սիրես: Which type of rose do you like? Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,92.21875,eng+hye,6,4,0.968875,29.608442068099976,169403,2048x2048,221,2026-02-20T09:31:36.020847,no
CWAS_0013_2026-02-19.jpg,0013,2026-02-19,"Conjugation Present tense Present tense negation Past tense (negation) Immediate present tense Immediate present tense negation Singular Singular Singular Կ'ատեմ (կոր) Ձեմ ատեր (կոր) (Ձատեցի Կ'ատես (կոր) Չես ատեր (կոր) (Ձատեցիր Կ'ատԷ (կոր) Ձ'ատեր (կոր) (Ձատեց Plural Plural Plural Կ'ատենք (կոր) Չենք ատեր (կոր) (Ձատեցինք Կ'ատԷէք (կոր) ՉԷք ատեր (կոր) (Ձատեցիք Կ'ատեն (կոր) Չեն ատեր (կոր) (Ձատեցին Example Ես զինք կը սիրեմ, բայց քեզ կ'ատեմ: love him/her, but hate you. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",92.17948717948718,eng+hye,11,0,0.9687179487179487,38.42353677749634,272425,2048x2048,536,2026-02-20T09:31:40.106203,no
CWAS_0022_2026-02-02.jpg,0022,2026-02-02,Example Սաստիկ ձիւնը ճամբաներու փակումին wuwiundwn դարձաւ: Intense snow caused the closure of the roads. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,90.47826086956522,eng+hye,11,0,0.9619130434782609,27.429859161376953,151272,2048x2048,174,2026-02-20T09:31:57.524299,no
CWAS_0018_2026-02-03.jpg,0018,2026-02-03,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն Վարդ Rose The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.62222222222222,eng+hye,11,5,0.9824888888888889,30.77556014060974,179665,2048x2048,280,2026-02-20T09:31:57.582301,no
CWAS_0028_2026-02-02.jpg,0028,2026-02-02,"Word breakdown թղթ wi խաղ ""Թղթ"" derives from ""թուղթ"" (paper) ""Խաղ"" means ""game"". ""Ա"" is linking letter. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",91.72,eng+hye,11,4,0.96688,27.778491020202637,158368,2048x2048,173,2026-02-20T09:31:59.899912,no
CWAS_0021_2026-02-03.jpg,0021,2026-02-03,"Centre for Western Armenian Studies (Noun) Conclave The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.57142857142857,eng,6,0,0.9822857142857143,31.41085410118103,195033,2048x2048,252,2026-02-20T09:32:01.369256,no
CWAS_0025_2026-02-01.jpg,0025,2026-02-01,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.55813953488372,eng+hye,6,5,0.9822325581395349,30.63785171508789,197969,2048x2048,270,2026-02-20T09:32:02.028250,no
CWAS_0035_2026-01-29.jpg,0035,2026-01-29,"Example Ուսուցիչին վտիտ եւ բարձրահասակ աղջիկ մը մօտեցաւ, նոր աշակերտուհի մըն Էր: tall, skinny girl approached the teacher. She was new pupil. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",94.76666666666667,eng+hye,11,2,0.9790666666666666,29.312528610229492,159854,2048x2048,211,2026-02-20T09:32:05.333376,no
CWAS_0031_2026-01-30.jpg,0031,2026-01-30,"Declension Singular Plural Վերջալոյս Վերջալոյսեր Վերջալոյսի Վերջալոյսերու ՎերջալոյսԷ ՎերջալոյսերԷ Վերջալոյսով Վերջալոյսերուվ Example Ամառուայ վերջալոյսերուն քաղաքի բնակիչները իրենց դուրս կու գային: At summer twilight, the city's residents would come out of their homes. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",92.1,eng+hye,11,1,0.9683999999999999,33.23419499397278,206509,2048x2048,339,2026-02-20T09:32:07.878004,no
CWAS_0037_2026-01-28.jpg,0037,2026-01-28,"Word breakdown means ""swindler, cheater"". is suffix which forms abstract nouns. Centre for Western Armenian Studies",92.625,eng,6,4,0.9705,28.67788863182068,161787,2048x2048,115,2026-02-20T09:32:08.785087,no
CWAS_0041_2026-01-27.jpg,0041,2026-01-27,Word breakdown Աւել ԱԾ ածել Ու Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,93.78571428571429,eng+hye,6,5,0.9751428571428572,29.54531216621399,178673,2048x2048,100,2026-02-20T09:32:27.069611,no
CWAS_0049_2026-02-06.jpg,0049,2026-02-06,"Example «LuGgh*n մը, pw’, Եփրաքսիին աղջիկը տունէն փախեր Է»: ""Hey girl, did you hear? Yepraksi's daughter has run away from home: Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",91.06896551724138,eng+hye,11,4,0.9642758620689655,27.7960205078125,155694,2048x2048,198,2026-02-20T09:32:29.165276,no
CWAS_0050_2026-01-26.jpg,0050,2026-01-26,Word breakdown Կամ կամք Զուրկ Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն,94.0,eng+hye,6,5,0.97,28.08502769470215,162281,2048x2048,99,2026-02-20T09:32:30.114282,no
CWAS_0044_2026-01-26.jpg,0044,2026-01-26,"Declension Singular Plural Ջլթիկ Ջլթիկներ Ջլթիկի Ջլթիկներու Ջլթիկէ ՋլթիկներԷ Ջլթիկով Ջլթիկներով Example «Ատ ջլթիկը տեսնեմ UE մազերը պիտ փետեմ, հոգին պիտ համեմ, պիտ մեռցնեմ: Եղբայրս երեսի Արայ ձգեց, դրամն ալ առաւ եւ փախաւ: Արդէն դրամի համար ամուսնացաւ»: ""If see that whore will pull her hair, I'll take her soul out, I'll kill her. She abandoned my brother, she took the money and fled. Apparently she married for money"". Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",91.4342105263158,eng+hye,6,1,0.9657368421052632,36.67149901390076,242264,2048x2048,490,2026-02-20T09:32:34.253800,no
CWAS_0047_2026-01-29.jpg,0047,2026-01-29,Declension Plural Singular Example npnwgut He/she deceitfully took possession of his/her brother's inheritance. Centre for Western Armenian Studies YEnnnu,91.05263157894737,eng,11,1,0.9642105263157895,35.717894554138184,221478,2048x2048,154,2026-02-20T09:32:35.617806,no
CWAS_0054_2026-01-23.jpg,0054,2026-01-23,"Word breakdown մարս ել possibly has an Indo-European origin. ""Ել"" is the verb ending of the first group of verbs. Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն",94.67857142857143,eng+hye,6,2,0.9787142857142858,27.744765996932983,160789,2048x2048,183,2026-02-20T09:32:35.623807,no
CWAS_0052_2026-01-25.jpg,0052,2026-01-25,"Centre for Western Armenian Studies Արեւմտահայագիտական Ուսմանց Կեդրոն Someone with small appetite The «Word of the Day» is the intellectual property of the Centre for Western Armenian Studies, and any use of it on other platforms or in any other circumstances requires the permission of the Centre.",95.65957446808511,eng+hye,6,0,0.9826382978723405,31.345536947250366,209430,2048x2048,298,2026-02-20T09:32:36.678913,no
